1606622938,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623071,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623148,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623253,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.0,1.0
1606623557,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,0.28,0.72
1606623654,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623773,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623846,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606623906,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/51.0-acc-64x3-batch-norm-7epoch-1606622501-loss-189.69.model,0.0,1.0,0.0
1606624415,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624499,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624567,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624853,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606624930,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,0.0,1.0
1606664085,left,0.804,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.804,0.196,0.0
1606664145,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606664209,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665002,left,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,1.0,0.0,0.0
1606665035,left,0.436,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.436,0.524,0.04
1606665071,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665113,left,0.824,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.824,0.176,0.0
1606665149,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665185,left,0.204,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.204,0.796,0.0
1606665272,right,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665306,right,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665339,right,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665399,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665439,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665473,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665509,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665556,right,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665590,right,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665661,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/44.33-acc-64x3-batch-norm-0epoch-1606624193-loss-286.21.model,0.0,1.0,0.0
1606665896,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606665930,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606665981,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666034,left,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666093,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666334,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666367,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666403,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666453,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666530,left,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666570,none,1.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666600,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666630,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666661,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666691,none,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,1.0,0.0,0.0
1606666769,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666802,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666832,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
1606666889,right,0.0,/Users/Tom_Mac/Desktop/NeuroNexus/NeuroGoGo/CNN Analysis/new_models/36.27-acc-64x3-batch-norm-0epoch-1606665766-loss-1.07.model,0.0,0.0,1.0
